Athlete_ID,Age,Gender,Sport_Type,Exercise_Type,Duration_Minutes,Intensity_Level,Heart_Rate,Calories_Consumed,Protein_g,Carbs_g,Fats_g,Sleep_Hours,Hydration_Level,Fatigue_Score,Injury_History,Recovery_Time_Days,Speed_Score,Endurance_Score,Strength_Score
6455,21,Female,Basketball,Endurance,105,Low,110,1525,72,411,94,4.5,Low,8,,0,19.6,3.1,8.12
8513,33,Male,Cricket,Strength,66,Medium,138,3133,72,340,73,6.0,High,1,,0,6.6,9.73,3.85
2030,38,Male,Volleyball,Strength,43,Low,90,2237,108,254,53,9.1,Low,6,,0,19.77,2.32,2.35
5276,27,Female,Hockey,Endurance,98,Low,168,3616,97,347,42,9.9,Moderate,5,,0,13.23,4.89,6.26
7503,30,Male,Hockey,Endurance,114,High,94,3009,150,214,24,9.4,High,1,Moderate,7,8.96,1.05,3.72
1074,26,Male,Basketball,Strength,91,Low,91,2271,171,420,92,8.5,Moderate,8,,0,7.24,8.08,3.41
3937,26,Female,Running,Endurance,83,Medium,150,3011,123,343,71,9.6,Moderate,1,,0,6.81,6.0,1.21
9910,28,Female,Tennis,Cardio,39,Low,70,2805,156,367,78,6.2,Moderate,2,Minor,36,17.41,7.22,3.22
105,26,Female,Cricket,Endurance,49,Medium,148,2625,61,252,25,5.2,Moderate,3,Minor,51,8.01,7.64,7.58
6275,21,Female,Football,Cardio,86,Medium,170,2155,167,418,37,9.1,Low,7,,0,17.24,1.83,4.09
7378,22,Male,Baseball,Strength,78,Medium,116,2956,166,347,21,5.2,Moderate,3,,0,14.65,7.55,2.04
4252,18,Male,Running,Strength,61,Low,174,2211,132,287,43,4.3,Low,1,Moderate,29,19.55,9.92,6.43
924,39,Female,Baseball,Endurance,51,Medium,127,3862,129,463,81,5.5,Low,3,,0,7.71,9.01,8.38
6142,19,Female,Running,Cardio,98,Low,103,2266,66,269,60,9.2,Moderate,7,,0,8.46,1.75,3.63
3489,33,Female,Football,Cardio,41,Medium,169,3405,169,158,52,8.7,Moderate,8,Minor,22,9.89,9.63,1.54
2994,29,Male,Wrestling,Strength,87,Low,85,3749,56,338,72,8.1,High,6,Minor,87,11.2,2.15,1.2
538,30,Male,Baseball,Strength,119,Low,139,2365,109,113,99,9.3,High,2,Moderate,54,18.09,4.72,1.29
5377,20,Female,Basketball,Strength,63,High,137,2741,151,315,80,7.6,Low,3,,0,10.49,8.57,7.21
1133,21,Male,Tennis,Strength,81,Low,114,2691,52,464,41,4.3,High,1,,0,19.37,1.83,3.95
4495,22,Female,Running,Cardio,111,Medium,128,1547,191,188,63,9.1,Low,3,Moderate,48,15.81,2.01,3.23
6738,22,Male,Football,Endurance,71,Medium,96,3741,174,371,20,9.7,Low,5,Minor,60,9.05,6.25,8.63
5612,35,Male,Tennis,Cardio,79,High,103,1529,80,356,75,6.1,Low,2,Moderate,19,12.86,3.38,1.36
2685,28,Male,Running,Strength,73,Medium,91,2623,161,104,53,8.8,Low,6,,0,11.7,6.14,6.67
6483,18,Male,Basketball,Strength,89,Low,91,2336,79,457,96,6.1,Moderate,1,,0,17.81,7.76,3.69
7293,36,Male,Basketball,Strength,35,Medium,92,2166,52,195,62,8.8,Low,6,,0,15.61,1.84,8.85
4753,32,Female,Basketball,Endurance,67,High,155,2199,153,427,68,7.2,Low,8,Minor,13,5.84,1.11,8.17
9183,29,Male,Baseball,Cardio,81,Low,105,2293,105,360,66,5.2,High,4,,0,9.04,6.82,2.57
4211,31,Female,Boxing,Cardio,60,High,160,2884,106,383,34,4.8,Low,7,,0,14.1,4.38,3.93
9436,28,Female,Football,Strength,113,High,90,2402,89,448,92,5.0,High,4,Minor,28,7.63,4.22,3.98
2608,21,Male,Hockey,Endurance,41,Medium,97,3697,54,328,79,7.1,Low,7,,0,8.76,9.27,7.66
4019,24,Female,Football,Endurance,68,Medium,132,2203,111,336,84,9.7,Low,2,,0,10.09,3.37,8.76
6596,19,Female,Volleyball,Endurance,100,Low,88,3917,110,270,97,7.5,Low,7,,0,19.35,6.19,7.89
3804,38,Male,Football,Cardio,88,Medium,169,3361,152,117,38,9.5,Moderate,8,,0,8.79,2.27,4.9
8198,35,Male,Running,Endurance,83,High,104,1621,168,498,55,6.4,High,7,Severe,36,6.61,6.09,6.17
9698,26,Male,Running,Strength,113,Low,138,1864,190,277,84,4.5,High,5,,0,5.07,3.15,6.56
3557,25,Male,Football,Strength,45,Low,61,3117,80,451,43,9.2,Moderate,4,Moderate,62,15.1,3.71,9.02
9635,39,Male,Basketball,Endurance,36,Low,71,3959,187,301,84,5.0,High,7,,0,5.41,3.47,5.38
3559,29,Female,Basketball,Endurance,91,Medium,159,1658,138,387,82,9.7,Low,5,Moderate,44,17.03,2.56,4.79
5398,38,Male,Running,Endurance,42,High,178,2917,152,424,29,5.7,Low,2,,0,18.37,9.46,8.69
5780,38,Male,Cricket,Strength,46,Low,136,3313,53,104,96,7.9,Moderate,2,,0,19.26,5.63,5.85
5867,33,Female,Football,Cardio,34,High,76,2109,155,268,41,7.7,High,6,,0,13.21,2.5,4.31
7218,23,Male,Wrestling,Endurance,107,Medium,136,2270,140,462,59,8.6,Low,5,,0,11.55,4.8,5.54
5929,28,Female,Basketball,Cardio,97,Low,85,1992,178,419,49,8.5,Low,8,,0,15.8,2.36,8.21
4587,19,Female,Hockey,Strength,73,Medium,173,1799,111,155,67,8.6,Moderate,9,Moderate,27,11.92,9.06,9.51
527,25,Male,Tennis,Strength,86,Low,169,3736,129,245,54,7.0,Low,4,,0,15.21,4.88,6.69
5035,21,Male,Basketball,Cardio,91,Medium,144,2523,74,449,80,4.5,Moderate,1,,0,7.27,4.57,9.15
155,36,Male,Football,Cardio,113,Low,64,3811,55,189,26,7.2,Low,6,,0,12.34,3.8,4.68
9840,23,Female,Running,Cardio,57,Medium,151,2072,173,412,74,4.8,Low,6,Minor,26,17.43,7.16,9.78
4519,36,Female,Basketball,Endurance,60,Low,136,1674,92,103,77,9.9,High,2,,0,17.52,5.96,7.8
6012,30,Female,Running,Endurance,90,Medium,134,2125,131,479,26,5.7,Low,2,Minor,12,9.07,2.14,2.19
6008,19,Female,Basketball,Strength,102,High,60,2627,55,269,29,5.1,Low,3,Moderate,75,14.45,1.43,8.68
4537,37,Female,Wrestling,Strength,72,High,158,2570,96,425,62,5.0,Low,4,Severe,25,15.46,7.7,1.84
8507,25,Female,Football,Strength,43,Medium,128,2805,166,222,64,8.5,Low,2,Minor,24,12.86,6.88,8.74
9440,20,Female,Basketball,Cardio,105,Low,109,3642,65,435,34,4.5,Moderate,5,Minor,14,8.08,1.7,3.66
7554,26,Female,Running,Endurance,83,High,105,3053,169,477,83,6.3,Low,7,Minor,75,5.72,6.77,8.51
3223,33,Male,Basketball,Cardio,107,Medium,88,3494,160,241,98,8.8,Low,5,Moderate,61,6.01,6.28,7.07
5464,37,Female,Boxing,Cardio,75,High,60,3973,112,322,89,8.9,High,6,,0,13.09,8.73,9.1
4056,32,Male,Football,Strength,48,Low,68,2478,110,285,55,5.2,Low,2,Moderate,69,10.97,6.15,4.54
6313,27,Female,Boxing,Cardio,99,Medium,111,2895,161,195,20,5.0,High,1,,0,10.31,8.84,9.32
6230,25,Female,Baseball,Endurance,91,Low,144,3580,139,275,21,5.6,High,4,Moderate,21,19.14,1.11,1.47
5213,31,Male,Running,Strength,118,Medium,108,2068,199,468,67,7.1,High,5,,0,10.89,1.72,8.1
889,33,Female,Running,Strength,110,Medium,129,2524,61,282,32,6.6,Low,4,,0,16.66,9.92,9.84
8849,21,Female,Running,Endurance,95,High,113,3971,94,408,27,7.2,Moderate,2,,0,18.47,1.55,1.76
3298,37,Male,Cricket,Cardio,97,Medium,109,3993,90,198,51,9.5,Moderate,5,,0,12.34,7.2,7.87
4694,34,Male,Basketball,Strength,41,Low,171,2325,70,256,63,9.3,High,1,Minor,32,16.59,7.18,4.98
429,28,Female,Basketball,Strength,59,Medium,65,3414,179,112,66,6.5,Low,3,,0,19.89,2.08,6.5
9773,20,Female,Football,Endurance,97,Medium,64,3169,51,393,30,5.1,Low,2,Severe,56,7.91,8.67,1.15
7756,22,Female,Basketball,Cardio,87,High,175,2710,95,134,47,8.7,High,7,,0,18.73,8.95,8.98
8258,28,Female,Wrestling,Strength,97,Low,142,3473,89,288,37,9.2,High,2,,0,11.21,5.06,7.94
5584,25,Male,Football,Cardio,103,Low,136,2364,102,316,53,6.9,High,5,Moderate,32,11.83,9.03,7.99
566,19,Female,Cricket,Endurance,36,High,80,3354,138,161,22,5.2,High,3,,0,19.79,6.0,3.09
8062,27,Female,Cricket,Cardio,88,High,80,3004,196,304,42,6.8,Low,5,Moderate,59,10.18,2.38,8.5
4836,22,Female,Hockey,Cardio,74,Low,101,2546,112,187,26,6.9,High,6,,0,12.0,3.65,6.66
9346,37,Female,Tennis,Endurance,52,Medium,70,3901,68,458,64,9.8,Moderate,2,,0,5.77,3.06,4.95
5391,19,Female,Hockey,Cardio,75,High,169,3990,56,274,58,8.4,Moderate,7,,0,5.28,9.03,2.03
9082,34,Male,Running,Endurance,103,Medium,168,3896,198,236,65,6.3,Low,5,Moderate,11,10.68,4.95,9.32
3194,28,Male,Running,Strength,101,High,145,1970,186,342,65,9.3,Low,3,,0,19.65,5.65,2.34
1462,20,Male,Football,Endurance,92,Low,63,1556,178,150,57,10.0,Low,7,,0,12.38,9.05,3.66
1440,29,Male,Running,Strength,97,Low,179,3542,167,294,67,8.9,Moderate,8,,0,16.65,7.74,8.22
7210,36,Male,Wrestling,Strength,50,Medium,128,2348,175,466,81,4.5,High,1,Minor,44,14.43,1.71,2.92
9434,26,Male,Football,Endurance,89,Low,83,1530,51,314,91,8.1,Moderate,6,,0,13.67,3.23,3.01
628,34,Female,Football,Endurance,31,Low,167,2289,69,275,66,7.9,Low,3,,0,16.7,7.93,6.33
6691,27,Male,Wrestling,Cardio,52,Low,172,3781,143,101,21,4.5,High,5,Minor,54,19.69,8.5,5.84
8988,38,Male,Basketball,Cardio,51,Low,89,1858,104,326,69,7.9,High,9,,0,7.36,5.1,1.13
9690,35,Female,Boxing,Strength,82,High,66,3558,52,406,85,7.5,High,4,Minor,79,10.09,9.97,3.23
3286,32,Male,Tennis,Endurance,88,High,168,3427,129,106,49,5.7,Low,6,,0,6.8,9.2,2.58
7353,36,Female,Hockey,Strength,45,High,61,3322,58,271,57,6.8,Low,6,,0,7.7,6.54,7.13
2089,38,Female,Running,Cardio,112,Low,100,1757,75,427,69,7.7,Low,3,Moderate,63,13.49,3.41,9.71
3037,38,Female,Basketball,Endurance,35,High,114,3807,100,138,46,5.3,Low,9,Minor,9,7.37,3.83,4.88
9927,38,Female,Volleyball,Endurance,66,Low,85,3558,55,204,47,6.7,High,8,,0,7.72,5.8,1.61
4290,39,Male,Tennis,Cardio,35,Low,155,2071,131,182,24,6.6,Moderate,7,Minor,62,17.62,2.96,8.02
218,37,Male,Wrestling,Strength,85,Medium,118,1764,88,253,35,5.5,Moderate,5,Minor,44,10.38,9.55,4.06
5824,39,Female,Running,Strength,45,High,111,2154,99,315,23,8.4,Moderate,7,,0,16.49,3.88,2.27
9536,32,Female,Basketball,Endurance,97,Medium,97,3817,199,271,24,7.3,High,9,,0,5.85,2.43,3.45
8182,36,Female,Basketball,Cardio,62,High,139,1641,174,251,82,8.6,Low,3,,0,7.82,5.16,6.43
2492,36,Male,Running,Endurance,68,High,88,3634,166,171,70,7.4,High,9,,0,19.03,6.27,4.9
3822,34,Female,Running,Endurance,42,Low,172,3870,115,281,23,6.0,Moderate,8,Minor,88,15.27,9.86,5.35
6274,19,Male,Running,Cardio,85,Medium,73,2405,135,209,91,9.5,Moderate,8,,0,16.35,4.82,1.36
5242,22,Female,Basketball,Cardio,115,High,107,1573,80,228,95,8.3,High,5,Severe,12,9.77,2.66,6.06
1803,28,Female,Volleyball,Strength,80,Medium,161,2488,59,334,60,6.4,Low,2,Minor,13,7.37,4.23,2.33
5362,19,Female,Running,Endurance,74,High,104,1886,161,278,69,9.9,Low,2,,0,9.91,5.67,8.11
852,29,Male,Football,Strength,56,Low,153,3082,89,451,63,6.9,Low,9,,0,10.17,1.94,6.54
5718,21,Male,Basketball,Strength,85,Low,85,2415,196,293,25,5.6,High,3,,0,18.03,6.04,9.48
8593,25,Female,Cricket,Cardio,37,Medium,98,3589,127,487,53,9.5,Low,3,Minor,81,14.36,7.01,4.44
1838,35,Female,Basketball,Cardio,63,Low,108,1500,187,291,20,6.5,Low,8,,0,5.96,8.04,5.13
9287,37,Male,Basketball,Cardio,113,Low,172,3229,84,176,86,4.8,High,2,,0,10.11,9.45,5.86
4407,33,Female,Volleyball,Cardio,32,Low,61,3293,151,450,64,6.0,Moderate,1,Minor,70,14.64,7.97,9.34
7250,20,Female,Tennis,Endurance,80,High,107,2879,176,496,91,5.9,High,4,,0,10.98,7.77,7.34
3055,28,Male,Wrestling,Endurance,39,Medium,76,1828,66,402,87,9.2,High,4,,0,16.53,5.0,2.69
9563,23,Female,Volleyball,Endurance,96,Low,72,3051,186,193,65,8.1,High,8,,0,18.42,7.86,4.2
6327,27,Female,Cricket,Endurance,59,High,95,1651,52,165,91,9.2,Moderate,6,Moderate,51,15.81,1.04,9.0
9906,19,Male,Wrestling,Strength,112,Low,86,3167,97,435,45,5.4,Low,2,,0,10.21,4.84,1.08
4995,34,Male,Boxing,Cardio,119,Low,124,1992,120,482,41,5.4,High,8,Minor,29,10.55,7.91,8.65
5973,34,Female,Football,Endurance,118,High,118,3630,148,405,95,7.1,Low,3,,0,9.15,2.15,8.4
4015,20,Female,Basketball,Strength,53,Medium,158,2461,186,219,32,8.9,High,4,,0,8.31,3.62,9.59
9359,29,Female,Basketball,Endurance,64,High,141,3951,175,193,47,8.8,Moderate,5,,0,5.43,9.57,2.52
8645,33,Female,Football,Cardio,74,High,106,3577,50,398,99,4.2,High,1,Minor,68,10.57,7.12,4.66
7223,18,Female,Tennis,Strength,34,Medium,135,1727,114,495,31,4.1,High,5,Minor,40,14.32,7.87,1.28
4489,37,Male,Football,Strength,67,Low,142,2329,54,230,22,9.5,High,1,,0,14.8,2.63,6.26
8147,25,Female,Tennis,Strength,62,Low,155,2004,170,428,97,8.0,Moderate,3,Moderate,83,8.89,6.81,9.86
6252,23,Male,Basketball,Cardio,80,High,176,2507,133,297,83,8.9,Low,9,,0,5.33,9.61,3.78
3025,20,Female,Baseball,Endurance,33,Low,141,3430,56,445,40,4.2,Low,6,,0,6.79,5.54,2.34
6488,21,Male,Wrestling,Endurance,47,Low,107,2105,137,381,85,5.6,High,5,Moderate,43,10.67,5.56,7.21
2117,33,Female,Volleyball,Endurance,94,Medium,72,3142,189,120,81,7.3,Low,9,,0,8.36,5.85,1.03
2716,26,Male,Basketball,Endurance,82,Low,131,3356,90,351,37,8.2,Moderate,2,,0,6.48,2.25,1.65
9371,31,Male,Basketball,Strength,85,High,122,1994,111,241,30,6.0,High,9,,0,5.34,4.49,1.76
4091,38,Female,Volleyball,Endurance,89,Medium,85,3854,123,128,32,8.8,Moderate,8,,0,13.41,9.98,4.1
9783,34,Male,Running,Endurance,36,Low,172,3936,192,195,61,4.4,Moderate,9,,0,15.2,1.17,1.54
3279,30,Male,Basketball,Cardio,113,Medium,130,3999,60,346,45,9.6,Low,1,,0,12.94,5.59,3.07
2844,22,Male,Football,Strength,88,Low,129,3512,129,128,29,7.2,Low,5,,0,12.3,4.26,6.79
8404,32,Female,Tennis,Strength,48,High,170,3057,51,384,47,7.9,Low,4,Minor,84,5.1,8.59,3.79
5371,24,Male,Football,Endurance,42,Medium,74,3373,99,329,58,7.3,Moderate,8,Moderate,86,6.84,2.64,6.69
7870,26,Male,Running,Strength,87,High,81,3185,106,359,90,7.9,Low,1,,0,12.91,9.07,5.3
5943,25,Male,Volleyball,Strength,46,Medium,99,2266,107,415,53,6.1,Low,5,,0,14.6,3.24,9.52
3100,20,Male,Cricket,Strength,78,Low,137,3732,125,449,91,4.5,Low,8,,0,7.86,9.61,9.34
2561,34,Female,Football,Endurance,114,Medium,104,1819,157,102,36,7.3,Moderate,5,,0,7.12,7.91,5.25
2759,28,Male,Basketball,Strength,113,High,168,1852,69,339,66,9.3,Moderate,6,,0,12.46,5.19,3.68
379,29,Male,Running,Cardio,100,Medium,173,1752,155,178,25,6.4,Moderate,5,,0,8.7,3.03,6.49
4076,32,Female,Tennis,Strength,46,High,60,1829,83,424,60,5.4,Moderate,6,,0,6.95,2.2,5.67
1761,19,Female,Boxing,Strength,59,Medium,66,1999,61,199,93,6.7,Low,5,,0,8.52,6.83,5.25
850,38,Male,Running,Strength,118,Low,164,2046,148,468,82,6.2,High,8,Minor,64,13.43,7.08,1.96
4802,30,Female,Baseball,Endurance,96,Medium,96,3152,172,322,38,8.0,High,4,Minor,46,12.74,6.72,2.03
5696,29,Male,Running,Cardio,97,Medium,131,3404,126,370,45,6.6,Moderate,8,Severe,51,15.53,9.76,8.6
8408,28,Male,Football,Endurance,64,Medium,133,1846,72,322,43,8.2,High,3,,0,6.55,8.93,9.78
8557,18,Female,Football,Cardio,116,Low,147,3487,179,408,42,5.3,High,8,,0,12.29,4.57,4.82
5595,38,Male,Running,Cardio,42,Medium,111,3284,74,230,69,4.2,High,4,Moderate,78,18.48,6.56,9.16
2415,35,Female,Baseball,Cardio,32,Low,153,3064,105,479,45,8.2,High,3,Minor,61,9.64,6.47,8.01
5277,22,Female,Hockey,Strength,43,Low,159,3666,185,360,87,7.2,High,1,,0,17.58,3.16,1.76
9086,31,Male,Basketball,Cardio,99,Low,113,3428,92,184,73,5.3,High,3,Moderate,17,18.37,3.62,2.69
38,36,Female,Basketball,Cardio,61,High,82,2349,57,222,25,5.9,Moderate,6,Minor,82,17.68,7.92,2.27
5741,27,Female,Basketball,Strength,95,Low,90,2277,178,278,45,5.3,Low,8,,0,8.3,5.86,2.54
3864,21,Male,Basketball,Strength,115,Low,69,1959,85,484,64,4.5,High,4,,0,11.85,7.26,1.95
5304,30,Male,Running,Cardio,56,High,170,2305,156,195,82,7.1,High,9,,0,16.61,9.37,6.89
8591,30,Male,Football,Strength,36,Medium,129,2690,122,332,80,5.0,Moderate,3,Minor,13,6.81,1.45,4.92
5051,33,Female,Volleyball,Strength,64,Low,121,2896,128,258,43,4.4,High,7,,0,17.12,1.47,4.46
2499,24,Female,Basketball,Cardio,115,Low,167,1729,133,314,50,4.6,Moderate,6,Moderate,42,7.24,9.45,8.66
2443,20,Male,Baseball,Strength,87,Medium,170,2956,123,430,32,6.2,Low,8,Minor,40,8.4,1.91,7.15
6582,36,Female,Volleyball,Strength,68,High,85,2722,177,286,91,9.9,Low,2,Minor,63,17.64,7.37,4.55
6356,35,Male,Basketball,Endurance,64,Medium,62,3139,129,225,59,5.5,Low,6,,0,15.62,5.98,9.78
5547,36,Male,Football,Cardio,79,Medium,69,3845,72,422,90,8.5,Moderate,4,,0,13.14,4.44,7.3
7441,24,Male,Basketball,Endurance,109,Low,156,3128,58,464,92,6.2,Low,1,Moderate,86,13.39,3.22,3.26
1597,36,Male,Running,Endurance,56,High,145,2172,143,448,80,6.0,Low,7,,0,9.77,7.52,2.16
4256,33,Female,Football,Strength,36,Low,120,3773,151,214,33,8.5,Moderate,4,,0,6.68,1.76,4.61
2957,33,Male,Running,Cardio,86,High,146,1610,125,140,27,4.9,Low,1,,0,9.21,7.11,6.72
5334,24,Male,Boxing,Endurance,80,Medium,74,2163,162,144,27,5.2,Moderate,7,,0,7.49,8.14,1.26
6108,25,Male,Boxing,Endurance,96,High,96,3910,63,346,47,6.7,Low,2,,0,14.88,7.68,4.16
6860,30,Female,Cricket,Cardio,110,High,76,2215,173,363,86,5.9,Low,2,,0,18.55,8.16,9.25
7407,37,Male,Hockey,Strength,108,High,108,2778,111,296,57,7.3,High,3,,0,12.21,5.0,4.91
9435,24,Male,Football,Cardio,106,High,135,3081,177,406,65,9.5,Moderate,5,Minor,84,14.02,5.12,8.5
884,24,Female,Football,Cardio,33,Low,123,2541,82,416,43,7.0,High,9,,0,19.43,9.57,8.03
7336,29,Female,Volleyball,Endurance,87,Medium,150,1592,137,249,21,8.9,High,6,Minor,22,16.96,4.72,2.53
1022,20,Male,Boxing,Endurance,64,Low,103,3490,113,217,58,7.3,Moderate,7,Moderate,86,10.42,8.45,7.3
1815,33,Female,Running,Cardio,37,High,156,2291,141,196,77,8.4,Moderate,8,,0,12.49,9.44,4.51
5315,26,Female,Running,Endurance,49,Low,134,2362,100,457,77,8.0,High,3,,0,9.07,2.4,7.63
9587,38,Male,Hockey,Endurance,57,High,140,2864,198,218,60,8.7,High,8,Moderate,10,13.65,2.05,7.21
8745,31,Female,Hockey,Strength,82,Medium,83,2396,70,383,34,5.0,Moderate,5,Moderate,45,16.95,7.55,6.48
569,24,Male,Baseball,Strength,81,Low,77,2949,69,468,49,6.2,Moderate,1,Minor,89,7.95,5.55,1.28
9493,31,Male,Volleyball,Cardio,65,Medium,107,3992,79,118,38,8.6,High,6,,0,16.27,2.15,3.17
6560,25,Male,Running,Strength,45,Low,74,2090,93,412,50,8.8,Moderate,7,Moderate,40,10.96,9.14,4.21
343,23,Female,Basketball,Cardio,87,High,137,3936,59,457,25,7.2,Low,7,Minor,73,12.04,5.99,5.96
7753,34,Male,Running,Endurance,36,Medium,146,3050,162,452,96,8.1,Low,7,,0,6.34,7.4,8.3
1097,39,Male,Running,Cardio,44,High,177,1757,69,118,62,8.3,Low,7,,0,19.78,3.42,4.39
9413,22,Female,Baseball,Endurance,61,High,108,3668,189,435,60,6.1,High,5,Minor,78,14.74,7.8,3.57
5327,21,Female,Basketball,Strength,116,Low,152,1624,165,422,42,7.9,High,5,Minor,88,7.7,4.11,5.33
5036,38,Female,Basketball,Strength,101,High,128,2568,119,443,54,6.1,High,4,Minor,13,6.15,6.75,6.03
4377,33,Male,Tennis,Cardio,77,High,119,2587,142,311,55,5.1,Moderate,2,,0,13.71,7.8,3.97
5846,18,Female,Football,Cardio,108,High,84,1721,65,470,51,7.8,High,5,,0,8.01,8.5,9.3
5611,27,Male,Baseball,Strength,119,High,127,2171,125,327,29,7.5,Low,5,,0,19.19,3.34,1.81
7086,25,Male,Basketball,Cardio,40,Low,102,2058,163,340,73,7.3,Moderate,2,,0,7.03,7.0,2.73
7888,32,Male,Wrestling,Endurance,81,Medium,106,3098,169,226,59,8.6,Moderate,6,Minor,79,6.91,1.73,4.6
3536,39,Female,Football,Cardio,106,High,148,1946,125,242,58,7.3,Moderate,5,,0,14.01,5.84,8.96
7484,37,Male,Football,Strength,74,High,143,2460,51,129,93,5.2,Moderate,2,Severe,8,5.37,8.85,8.94
825,36,Male,Hockey,Cardio,87,Low,154,2423,119,197,82,5.4,High,8,Moderate,38,16.07,2.95,4.54
6091,39,Male,Running,Strength,62,High,120,2006,126,218,87,6.5,Moderate,7,Minor,24,15.74,2.77,3.69
1588,21,Female,Basketball,Cardio,88,High,94,3735,191,256,28,6.1,Moderate,7,,0,14.0,9.3,4.87
7540,37,Male,Football,Cardio,103,Low,159,2458,106,155,74,9.9,High,6,,0,7.07,3.98,7.44
1207,36,Male,Running,Endurance,79,Medium,82,3826,62,302,41,7.3,Moderate,1,,0,11.7,3.55,3.27
7703,24,Female,Baseball,Endurance,74,Medium,143,2192,94,316,96,5.6,Low,7,,0,18.61,8.29,5.44
9101,23,Female,Tennis,Cardio,76,Low,155,2706,186,490,64,4.7,Low,8,,0,18.26,6.89,1.97
7300,38,Male,Baseball,Endurance,91,Low,160,2292,160,266,60,8.5,High,6,Moderate,26,15.05,9.8,7.65
6398,22,Female,Basketball,Endurance,118,Low,136,3092,129,370,47,4.8,Low,5,Minor,61,10.82,2.54,4.89
4523,20,Female,Basketball,Strength,75,High,130,3729,118,290,61,8.1,High,3,,0,13.91,6.52,6.48
4124,26,Female,Football,Endurance,110,High,153,3770,134,496,37,9.9,High,8,,0,15.9,3.09,1.36
6612,18,Male,Basketball,Strength,68,Low,92,3394,110,390,80,7.8,High,9,,0,8.65,2.74,5.24
4899,21,Male,Tennis,Cardio,107,High,129,3701,94,462,54,7.5,Low,7,Minor,24,5.57,3.98,8.49
50,18,Male,Running,Cardio,63,Low,110,3318,110,330,69,7.2,High,7,,0,7.58,9.28,4.26
4514,26,Female,Boxing,Cardio,37,High,142,3874,150,131,24,8.9,High,6,Minor,14,11.26,4.27,9.22
4298,25,Male,Volleyball,Strength,81,High,111,3789,164,219,97,6.0,Low,6,,0,13.95,8.34,7.23
2766,27,Male,Wrestling,Cardio,104,High,106,1660,125,177,39,6.1,Moderate,8,,0,19.46,1.52,6.68
6671,29,Male,Running,Endurance,96,Medium,156,1713,186,143,48,9.6,Moderate,7,Minor,35,12.36,1.44,6.58
2359,33,Female,Baseball,Cardio,31,Low,102,3793,189,133,88,7.1,High,5,Moderate,68,17.7,9.95,1.19
9129,34,Female,Basketball,Strength,103,High,164,3556,187,393,41,5.3,Moderate,8,Minor,7,16.57,8.15,7.54
2717,24,Female,Basketball,Cardio,63,Low,92,2386,172,401,46,6.5,High,4,,0,16.19,9.28,3.76
4505,21,Male,Basketball,Endurance,68,Low,70,3518,141,375,78,6.5,Low,3,,0,15.91,9.12,6.19
3563,35,Male,Running,Strength,100,Low,127,2132,139,134,49,5.0,Moderate,2,,0,5.96,4.79,1.05
9584,31,Female,Football,Strength,42,High,107,2246,90,342,21,6.5,High,3,,0,5.58,6.4,2.14
4325,31,Male,Wrestling,Cardio,96,Low,142,3408,114,336,93,4.8,High,3,Moderate,8,13.41,8.68,5.95
6179,28,Female,Running,Strength,30,High,127,2786,190,302,34,7.9,Moderate,3,,0,13.16,9.44,9.77
6349,26,Female,Running,Strength,55,Low,146,1725,59,132,58,4.4,Low,4,Severe,22,13.75,1.61,7.56
7589,26,Male,Tennis,Strength,102,Low,126,2343,190,215,59,9.3,Low,3,,0,8.5,6.96,2.16
7538,24,Male,Baseball,Strength,83,High,92,2799,54,393,33,8.8,Low,2,,0,14.38,6.88,9.5
1194,31,Female,Baseball,Strength,51,Low,87,3637,76,104,79,5.0,High,9,,0,7.59,6.65,8.75
6618,37,Female,Cricket,Cardio,81,High,62,2374,65,103,90,5.0,Low,5,Minor,10,11.34,5.66,2.87
8551,35,Male,Boxing,Strength,42,Medium,85,1749,154,307,82,4.8,High,8,Moderate,63,17.64,8.3,3.38
6167,29,Female,Football,Strength,71,Medium,136,3320,114,201,87,4.6,Low,4,Minor,87,15.67,5.0,9.21
8691,32,Male,Wrestling,Endurance,107,Low,75,3641,124,424,27,5.7,High,4,,0,6.96,3.92,4.54
5236,18,Male,Running,Strength,47,High,92,2535,184,408,34,9.3,Low,2,,0,11.77,6.18,5.18
6203,20,Female,Boxing,Endurance,40,High,83,2735,192,350,84,7.9,Moderate,3,Severe,27,19.05,1.92,6.48
6445,34,Male,Running,Endurance,74,High,78,2501,114,470,59,5.4,Low,6,Minor,14,10.8,6.54,9.26
6411,28,Male,Running,Strength,44,Medium,111,1928,137,493,51,5.5,Moderate,7,Moderate,41,17.29,3.53,6.5
3661,28,Female,Running,Strength,78,Low,63,3916,157,446,83,4.4,Low,9,,0,11.18,8.09,5.9
1817,23,Male,Cricket,Endurance,114,Medium,113,3510,131,211,78,7.2,High,4,,0,9.75,4.97,8.84
2293,33,Male,Basketball,Strength,113,Medium,112,3097,172,249,93,4.0,Moderate,8,,0,18.9,2.84,3.64
1237,38,Male,Basketball,Cardio,38,High,98,1967,163,442,66,8.8,Low,7,,0,5.63,4.12,8.99
6994,27,Male,Basketball,Cardio,81,High,88,1542,183,320,99,4.1,Moderate,9,,0,7.24,9.02,7.98
4029,34,Female,Wrestling,Strength,91,Medium,85,3708,52,333,96,4.8,Low,3,,0,5.69,9.29,8.27
